source,target,relationship_type,weight,source_label,target_label,entries
74234-0256,74234-0257,parent,1,Silverio,Manoel Esteves da Fonseca,74234-0013-02
74234-0256,74234-0258,parent,1,Silverio,Luiza Maria,74234-0013-02
74234-0256,74234-0259,godchild,1,Silverio,José Ribeiro Portela,74234-0013-02
74234-0257,74234-0258,spouse,1,Manoel Esteves da Fonseca,Luiza Maria,74234-0013-02
74234-0257,74234-0256,child,1,Manoel Esteves da Fonseca,Silverio,74234-0013-02
74234-0258,74234-0257,spouse,1,Luiza Maria,Manoel Esteves da Fonseca,74234-0013-02
74234-0258,74234-0256,child,1,Luiza Maria,Silverio,74234-0013-02
74234-0259,74234-0256,godparent,1,José Ribeiro Portela,Silverio,74234-0013-02
74234-0330,74234-0256,godchild,1,Domingos Dias,Silverio,74234-0013-02
74234-0261,74234-0262,parent,1,Francisca,Antonio Vaz Villalobos,74234-0013-03
74234-0261,74234-0263,parent,1,Francisca,Cipriana de Bom Sucesso,74234-0013-03
74234-0261,74234-0264,godparent,1,Francisca,Pedro Vaz Coutinho,74234-0013-03
74234-0262,74234-0263,spouse,1,Antonio Vaz Villalobos,Cipriana de Bom Sucesso,74234-0013-03
74234-0262,74234-0261,child,1,Antonio Vaz Villalobos,Francisca,74234-0013-03
74234-0263,74234-0262,spouse,1,Cipriana de Bom Sucesso,Antonio Vaz Villalobos,74234-0013-03
74234-0263,74234-0261,child,1,Cipriana de Bom Sucesso,Francisca,74234-0013-03
74234-0264,74234-0261,godchild,1,Pedro Vaz Coutinho,Francisca,74234-0013-03
74234-0265,74234-0268,grandparent,1,Joaquim,Gonçalo Corrêa do Amaral,74234-0013-04
74234-0265,74234-0269,grandparent,1,Joaquim,Juliana Maria,74234-0013-04
74234-0265,74234-0266,parent,1,Joaquim,José Corrêa do Amaral,74234-0013-04
74234-0265,74234-0267,parent,1,Joaquim,Maria de Santa Anna,74234-0013-04
74234-0265,74234-0270,godparent,1,Joaquim,José Custódio Ribeiro de Magalhães,74234-0013-04
74234-0265,74234-0271,godparent,1,Joaquim,Anna Luiza,74234-0013-04
74234-0266,74234-0267,spouse,1,José Corrêa do Amaral,Maria de Santa Anna,74234-0013-04
74234-0266,74234-0268,parent,1,José Corrêa do Amaral,Gonçalo Corrêa do Amaral,74234-0013-04
74234-0266,74234-0269,parent,1,José Corrêa do Amaral,Juliana Maria,74234-0013-04
74234-0266,74234-0265,child,1,José Corrêa do Amaral,Joaquim,74234-0013-04
74234-0267,74234-0266,spouse,1,Maria de Santa Anna,José Corrêa do Amaral,74234-0013-04
74234-0267,74234-0265,child,1,Maria de Santa Anna,Joaquim,74234-0013-04
74234-0268,74234-0266,child,1,Gonçalo Corrêa do Amaral,José Corrêa do Amaral,74234-0013-04
74234-0268,74234-0265,grandchild,1,Gonçalo Corrêa do Amaral,Joaquim,74234-0013-04
74234-0268,74234-0269,spouse,1,Gonçalo Corrêa do Amaral,Juliana Maria,74234-0013-04
74234-0269,74234-0266,child,1,Juliana Maria,José Corrêa do Amaral,74234-0013-04
74234-0269,74234-0265,grandchild,1,Juliana Maria,Joaquim,74234-0013-04
74234-0269,74234-0268,spouse,1,Juliana Maria,Gonçalo Corrêa do Amaral,74234-0013-04
74234-0270,74234-0265,godchild,1,José Custódio Ribeiro de Magalhães,Joaquim,74234-0013-04
74234-0271,74234-0265,godchild,1,Anna Luiza,Joaquim,74234-0013-04
74234-0272,74234-0275,grandparent,1,João,Valerio de Miguel Gomes da Silva,74234-0014-01
74234-0272,74234-0276,grandparent,1,João,Catherina da Mota,74234-0014-01
74234-0272,74234-0273,parent,1,João,Luiz Gomes da Silva,74234-0014-01
74234-0272,74234-0274,parent,1,João,Ignez de Jesus,74234-0014-01
74234-0272,74234-0277,godparent,1,João,Francisco Pestana,74234-0014-01
74234-0272,74234-0278,godparent,1,João,Anna Maria Rosa,74234-0014-01
74234-0273,74234-0274,spouse,1,Luiz Gomes da Silva,Ignez de Jesus,74234-0014-01
74234-0273,74234-0275,parent,1,Luiz Gomes da Silva,Valerio de Miguel Gomes da Silva,74234-0014-01
74234-0273,74234-0276,parent,1,Luiz Gomes da Silva,Catherina da Mota,74234-0014-01
74234-0273,74234-0272,child,1,Luiz Gomes da Silva,João,74234-0014-01
74234-0274,74234-0273,spouse,1,Ignez de Jesus,Luiz Gomes da Silva,74234-0014-01
74234-0274,74234-0272,child,1,Ignez de Jesus,João,74234-0014-01
74234-0275,74234-0273,child,1,Valerio de Miguel Gomes da Silva,Luiz Gomes da Silva,74234-0014-01
74234-0275,74234-0272,grandchild,1,Valerio de Miguel Gomes da Silva,João,74234-0014-01
74234-0276,74234-0273,child,1,Catherina da Mota,Luiz Gomes da Silva,74234-0014-01
74234-0276,74234-0272,grandchild,1,Catherina da Mota,João,74234-0014-01
74234-0277,74234-0272,godchild,1,Francisco Pestana,João,74234-0014-01
74234-0278,74234-0272,godchild,1,Anna Maria Rosa,João,74234-0014-01
74234-0280,74234-0283,grandparent,1,José,João da Silva,74234-0014-02
74234-0280,74234-0284,grandparent,1,José,Izabel de Castro,74234-0014-02
74234-0280,74234-0321,godparent,1,José,Bento José Ferreira da Matta,74234-0014-02
74234-0280,74234-0281,parent,1,José,Antonio José Ferreira,74234-0014-02
74234-0280,74234-0282,parent,1,José,Thereza Maria de Jesus,74234-0014-02
74234-0280,74234-0285,grandparent,1,José,Manoel Simoens,74234-0014-02
74234-0280,74234-0286,grandparent,1,José,Anna Maria Mendes,74234-0014-02
74234-0280,74234-0287,godparent,1,José,Mariana Rosa de Carvalho,74234-0014-02
74234-0281,74234-0282,spouse,1,Antonio José Ferreira,Thereza Maria de Jesus,74234-0014-02
74234-0281,74234-0283,parent,1,Antonio José Ferreira,João da Silva,74234-0014-02
74234-0281,74234-0284,parent,1,Antonio José Ferreira,Izabel de Castro,74234-0014-02
74234-0281,74234-0280,child,1,Antonio José Ferreira,José,74234-0014-02
74234-0282,74234-0281,spouse,1,Thereza Maria de Jesus,Antonio José Ferreira,74234-0014-02
74234-0282,74234-0280,child,1,Thereza Maria de Jesus,José,74234-0014-02
74234-0282,74234-0285,child,1,Thereza Maria de Jesus,Manoel Simoens,74234-0014-02
74234-0282,74234-0286,child,1,Thereza Maria de Jesus,Anna Maria Mendes,74234-0014-02
74234-0283,74234-0281,child,1,João da Silva,Antonio José Ferreira,74234-0014-02
74234-0283,74234-0280,grandchild,1,João da Silva,José,74234-0014-02
74234-0283,74234-0284,spouse,1,João da Silva,Izabel de Castro,74234-0014-02
74234-0284,74234-0281,child,1,Izabel de Castro,Antonio José Ferreira,74234-0014-02
74234-0284,74234-0280,grandchild,1,Izabel de Castro,José,74234-0014-02
74234-0284,74234-0283,spouse,1,Izabel de Castro,João da Silva,74234-0014-02
74234-0285,74234-0282,parent,1,Manoel Simoens,Thereza Maria de Jesus,74234-0014-02
74234-0285,74234-0287,godparent,1,Manoel Simoens,Mariana Rosa de Carvalho,74234-0014-02
74234-0285,74234-0280,grandchild,1,Manoel Simoens,José,74234-0014-02
74234-0285,74234-0286,spouse,1,Manoel Simoens,Anna Maria Mendes,74234-0014-02
74234-0286,74234-0282,parent,1,Anna Maria Mendes,Thereza Maria de Jesus,74234-0014-02
74234-0286,74234-0285,spouse,1,Anna Maria Mendes,Manoel Simoens,74234-0014-02
74234-0286,74234-0280,grandchild,1,Anna Maria Mendes,José,74234-0014-02
74234-0287,74234-0285,godchild,1,Mariana Rosa de Carvalho,Manoel Simoens,74234-0014-02
74234-0287,74234-0280,godchild,1,Mariana Rosa de Carvalho,José,74234-0014-02
74234-0321,74234-0280,godchild,1,Bento José Ferreira da Matta,José,74234-0014-02
74234-0288,74234-0293,godparent,1,Clemente,João Marcelo de Andrade,74234-0014-03
74234-0288,74234-0321,godparent,1,Clemente,Bento José Ferreira da Matta,74234-0014-03
74234-0288,74234-0289,parent,1,Clemente,Manoel de Andrade Cardoso,74234-0014-03
74234-0288,74234-0290,parent,1,Clemente,Francisca Maria da Conceição,74234-0014-03
74234-0288,74234-0291,godchild,1,Clemente,Manoel de Andrade Cardoso,74234-0014-03
74234-0288,74234-0292,godchild,1,Clemente,Luiza Delfina de Moraes,74234-0014-03
74234-0289,74234-0290,spouse,1,Manoel de Andrade Cardoso,Francisca Maria da Conceição,74234-0014-03
74234-0289,74234-0288,child,1,Manoel de Andrade Cardoso,Clemente,74234-0014-03
74234-0290,74234-0289,spouse,1,Francisca Maria da Conceição,Manoel de Andrade Cardoso,74234-0014-03
74234-0290,74234-0288,child,1,Francisca Maria da Conceição,Clemente,74234-0014-03
74234-0291,74234-0288,godparent,1,Manoel de Andrade Cardoso,Clemente,74234-0014-03
74234-0292,74234-0288,godparent,1,Luiza Delfina de Moraes,Clemente,74234-0014-03
74234-0293,74234-0288,godchild,1,João Marcelo de Andrade,Clemente,74234-0014-03
74234-0321,74234-0288,godchild,1,Bento José Ferreira da Matta,Clemente,74234-0014-03
74234-0294,74234-0297,grandparent,1,Arsênio,Balthazar de Andrade,74234-0014-04
74234-0294,74234-0298,grandparent,1,Arsênio,Françisca Honoria,74234-0014-04
74234-0294,74234-0295,parent,1,Arsênio,Manoel João Gonçalo,74234-0014-04
74234-0294,74234-0296,parent,1,Arsênio,Joaquina Joaquina,74234-0014-04
74234-0294,74234-0299,grandparent,1,Arsênio,Luzia Coelha,74234-0014-04
74234-0294,74234-0300,godparent,1,Arsênio,Antonio Fernandes Dias,74234-0014-04
74234-0294,74234-0301,godparent,1,Arsênio,Anna Joaquina Barbosa,74234-0014-04
74234-0295,74234-0296,spouse,1,Manoel João Gonçalo,Joaquina Joaquina,74234-0014-04
74234-0295,74234-0297,parent,1,Manoel João Gonçalo,Balthazar de Andrade,74234-0014-04
74234-0295,74234-0298,parent,1,Manoel João Gonçalo,Françisca Honoria,74234-0014-04
74234-0295,74234-0294,child,1,Manoel João Gonçalo,Arsênio,74234-0014-04
74234-0296,74234-0295,spouse,1,Joaquina Joaquina,Manoel João Gonçalo,74234-0014-04
74234-0296,74234-0294,child,1,Joaquina Joaquina,Arsênio,74234-0014-04
74234-0296,74234-0299,child,1,Joaquina Joaquina,Luzia Coelha,74234-0014-04
74234-0297,74234-0295,child,1,Balthazar de Andrade,Manoel João Gonçalo,74234-0014-04
74234-0297,74234-0294,grandchild,1,Balthazar de Andrade,Arsênio,74234-0014-04
74234-0297,74234-0298,spouse,1,Balthazar de Andrade,Françisca Honoria,74234-0014-04
74234-0298,74234-0295,child,1,Françisca Honoria,Manoel João Gonçalo,74234-0014-04
74234-0298,74234-0294,grandchild,1,Françisca Honoria,Arsênio,74234-0014-04
74234-0298,74234-0297,spouse,1,Françisca Honoria,Balthazar de Andrade,74234-0014-04
74234-0299,74234-0296,parent,1,Luzia Coelha,Joaquina Joaquina,74234-0014-04
74234-0299,74234-0294,grandchild,1,Luzia Coelha,Arsênio,74234-0014-04
74234-0300,74234-0294,godchild,1,Antonio Fernandes Dias,Arsênio,74234-0014-04
74234-0301,74234-0294,godchild,1,Anna Joaquina Barbosa,Arsênio,74234-0014-04
74234-0303,74234-0321,grandparent,1,Maria,Bento José Ferreira da Matta,74234-0015-01
74234-0303,74234-0304,parent,1,Maria,José Borges da Costa,74234-0015-01
74234-0303,74234-0305,parent,1,Maria,Izabel Gomes Barbosa,74234-0015-01
74234-0303,74234-0306,grandparent,1,Maria,José Borges da Costa,74234-0015-01
74234-0303,74234-0307,grandparent,1,Maria,Domingas Gonçalves de Morais,74234-0015-01
74234-0303,74234-0308,grandparent,1,Maria,Domingas Gonçalves de Morais,74234-0015-01
74234-0303,74234-0309,grandparent,1,Maria,João Francisco Gomes,74234-0015-01
74234-0303,74234-0310,parent,1,Maria,Anna Barbosa Costa,74234-0015-01
74234-0304,74234-0305,spouse,1,José Borges da Costa,Izabel Gomes Barbosa,74234-0015-01
74234-0304,74234-0306,parent,1,José Borges da Costa,José Borges da Costa,74234-0015-01
74234-0304,74234-0307,parent,1,José Borges da Costa,Domingas Gonçalves de Morais,74234-0015-01
74234-0304,74234-0303,child,1,José Borges da Costa,Maria,74234-0015-01
74234-0305,74234-0304,spouse,1,Izabel Gomes Barbosa,José Borges da Costa,74234-0015-01
74234-0305,74234-0303,child,1,Izabel Gomes Barbosa,Maria,74234-0015-01
74234-0306,74234-0304,child,1,José Borges da Costa,José Borges da Costa,74234-0015-01
74234-0306,74234-0307,spouse,1,José Borges da Costa,Domingas Gonçalves de Morais,74234-0015-01
74234-0306,74234-0303,grandchild,1,José Borges da Costa,Maria,74234-0015-01
74234-0307,74234-0304,child,1,Domingas Gonçalves de Morais,José Borges da Costa,74234-0015-01
74234-0307,74234-0306,spouse,1,Domingas Gonçalves de Morais,José Borges da Costa,74234-0015-01
74234-0307,74234-0303,grandchild,1,Domingas Gonçalves de Morais,Maria,74234-0015-01
74234-0308,74234-0309,spouse,1,Domingas Gonçalves de Morais,João Francisco Gomes,74234-0015-01
74234-0308,74234-0303,grandchild,1,Domingas Gonçalves de Morais,Maria,74234-0015-01
74234-0309,74234-0308,spouse,1,João Francisco Gomes,Domingas Gonçalves de Morais,74234-0015-01
74234-0309,74234-0303,grandchild,1,João Francisco Gomes,Maria,74234-0015-01
74234-0310,74234-0303,child,1,Anna Barbosa Costa,Maria,74234-0015-01
74234-0321,74234-0303,grandchild,1,Bento José Ferreira da Matta,Maria,74234-0015-01
74234-0312,74234-0315,grandparent,1,José,Matheus de Souza Dias,74234-0015-02
74234-0312,74234-0316,grandparent,1,José,Maria da Conceição,74234-0015-02
74234-0312,74234-0317,grandparent,1,José,Dionizio da Costa Bravo,74234-0015-02
74234-0312,74234-0318,grandparent,1,José,Anna da Conceição,74234-0015-02
74234-0312,74234-0313,parent,1,José,Antonio de Souza Dias,74234-0015-02
74234-0312,74234-0314,parent,1,José,Brigida Maria da Conceição,74234-0015-02
74234-0312,74234-0319,godparent,1,José,Joaquim de Souza Vasconcelos,74234-0015-02
74234-0312,74234-0320,godparent,1,José,Anna de Jesus,74234-0015-02
74234-0313,74234-0314,spouse,1,Antonio de Souza Dias,Brigida Maria da Conceição,74234-0015-02
74234-0313,74234-0315,parent,1,Antonio de Souza Dias,Matheus de Souza Dias,74234-0015-02
74234-0313,74234-0316,parent,1,Antonio de Souza Dias,Maria da Conceição,74234-0015-02
74234-0313,74234-0312,child,1,Antonio de Souza Dias,José,74234-0015-02
74234-0314,74234-0313,spouse,1,Brigida Maria da Conceição,Antonio de Souza Dias,74234-0015-02
74234-0314,74234-0317,parent,1,Brigida Maria da Conceição,Dionizio da Costa Bravo,74234-0015-02
74234-0314,74234-0318,parent,1,Brigida Maria da Conceição,Anna da Conceição,74234-0015-02
74234-0314,74234-0312,child,1,Brigida Maria da Conceição,José,74234-0015-02
74234-0315,74234-0313,child,1,Matheus de Souza Dias,Antonio de Souza Dias,74234-0015-02
74234-0315,74234-0312,grandchild,1,Matheus de Souza Dias,José,74234-0015-02
74234-0315,74234-0316,spouse,1,Matheus de Souza Dias,Maria da Conceição,74234-0015-02
74234-0316,74234-0313,child,1,Maria da Conceição,Antonio de Souza Dias,74234-0015-02
74234-0316,74234-0312,grandchild,1,Maria da Conceição,José,74234-0015-02
74234-0316,74234-0315,spouse,1,Maria da Conceição,Matheus de Souza Dias,74234-0015-02
74234-0317,74234-0314,child,1,Dionizio da Costa Bravo,Brigida Maria da Conceição,74234-0015-02
74234-0317,74234-0312,grandchild,1,Dionizio da Costa Bravo,José,74234-0015-02
74234-0317,74234-0318,spouse,1,Dionizio da Costa Bravo,Anna da Conceição,74234-0015-02
74234-0318,74234-0314,child,1,Anna da Conceição,Brigida Maria da Conceição,74234-0015-02
74234-0318,74234-0312,grandchild,1,Anna da Conceição,José,74234-0015-02
74234-0318,74234-0317,spouse,1,Anna da Conceição,Dionizio da Costa Bravo,74234-0015-02
74234-0319,74234-0312,godchild,1,Joaquim de Souza Vasconcelos,José,74234-0015-02
74234-0320,74234-0312,godchild,1,Anna de Jesus,José,74234-0015-02
74234-0322,74234-0323,parent,1,Marianna,João da Costa,74234-0016-00
74234-0322,74234-0329,parent,1,Marianna,Anna Maria,74234-0016-00
74234-0322,74234-0324,grandparent,1,Marianna,Manoel da Silva Lessa,74234-0016-00
74234-0322,74234-0325,grandparent,1,Marianna,Anna Thereza Vasconcellos,74234-0016-00
74234-0322,74234-0326,grandparent,1,Marianna,Francisco Riz Lima,74234-0016-00
74234-0322,74234-0327,grandparent,1,Marianna,Rita Monteira,74234-0016-00
74234-0322,74234-0328,godparent,1,Marianna,Caetano da Costa,74234-0016-00
74234-0322,74234-0329,godparent,1,Marianna,Anna Maria,74234-0016-00
74234-0323,74234-0329,spouse,1,João da Costa,Anna Maria,74234-0016-00
74234-0323,74234-0322,child,1,João da Costa,Marianna,74234-0016-00
74234-0329,74234-0323,spouse,1,Anna Maria,João da Costa,74234-0016-00
74234-0329,74234-0322,child,1,Anna Maria,Marianna,74234-0016-00
74234-0329,74234-0326,child,1,Anna Maria,Francisco Riz Lima,74234-0016-00
74234-0329,74234-0327,child,1,Anna Maria,Rita Monteira,74234-0016-00
74234-0324,74234-0325,spouse,1,Manoel da Silva Lessa,Anna Thereza Vasconcellos,74234-0016-00
74234-0324,74234-0322,grandchild,1,Manoel da Silva Lessa,Marianna,74234-0016-00
74234-0325,74234-0324,spouse,1,Anna Thereza Vasconcellos,Manoel da Silva Lessa,74234-0016-00
74234-0325,74234-0322,grandchild,1,Anna Thereza Vasconcellos,Marianna,74234-0016-00
74234-0326,74234-0329,parent,1,Francisco Riz Lima,Anna Maria,74234-0016-00
74234-0326,74234-0327,spouse,1,Francisco Riz Lima,Rita Monteira,74234-0016-00
74234-0326,74234-0322,grandchild,1,Francisco Riz Lima,Marianna,74234-0016-00
74234-0327,74234-0329,parent,1,Rita Monteira,Anna Maria,74234-0016-00
74234-0327,74234-0326,spouse,1,Rita Monteira,Francisco Riz Lima,74234-0016-00
74234-0327,74234-0322,grandchild,1,Rita Monteira,Marianna,74234-0016-00
74234-0328,74234-0322,godchild,1,Caetano da Costa,Marianna,74234-0016-00
74234-0329,74234-0322,godchild,1,Anna Maria,Marianna,74234-0016-00
